Name,student_id,gender,program,gpa,previous_results,course_information,module_credits,ca_weight,final_exam_weight,ca_marks,final_exam_marks,total_marks,final_grade,lecture_attendance,attendance_percentage,assignment_marks,exam_results,quiz_scores,submission_status,login_frequency,time_spent_lms,resources_accessed,forum_chat_activity,course_start_date,click_count,assessment_date,assessment_type,assessment_score,assessment_max_score,Predicted_Risk_Level,Learning_Style,assignment_due_date,assignment_submission_date,sessions_attended,total_sessions_held,click_timestamp,module_id,pass_fail_status,assignment_max_marks,Non_Engaged_Modules
Udara Jeyarajah,ST3474,Male,ITM,3.21,Good,Software Engineering,3,30,70,9.5,59.8,69.3,B+,9,31.0,9.5,85.4,72,On-time,11,25,16,0,23/03/2025 0:00,120,29/06/2025 0:00,Assignment,16,30,Medium Risk,Passive Learner,30/06/2025 0:00,4/07/2025 0:00,8,28,29/06/2025 16:33,MOD-IN2201,Pass,30,"Software Testing, Software Measurement"
Dilan Jayasinghe,ST3475,Male,IT,3.88,Good,Software Engineering,3,30,70,15.5,29.7,45.2,C,16,54.9,15.5,42.4,26,Late,15,100,31,14,5/03/2025 0:00,58,24/06/2025 0:00,Assignment,15,20,Medium Risk,Highly Engaged,31/05/2025 0:00,30/05/2025 0:00,17,25,24/06/2025 14:06,MOD-IN2201,Pass,30,UI/UX Design
Sewwandi Jayaweera,ST3476,Female,ITM,2.29,Average,Software Engineering,3,30,70,12.1,63.7,75.8,A,11,35.3,12.1,91.0,32,On-time,24,40,34,10,15/01/2025 0:00,391,3/05/2025 0:00,Lab,10,30,Medium Risk,Highly Engaged,29/01/2025 0:00,26/01/2025 0:00,7,28,3/05/2025 19:09,MOD-IN2201,Pass,30,Software Engineering Methods
Thilanka Ranawaka,ST3477,Male,IT,2.42,Good,Software Engineering,3,30,70,11.3,24.6,35.9,F,20,66.9,11.3,35.2,28,On-time,19,82,26,14,27/02/2025 0:00,164,30/03/2025 0:00,Final Exam,22,100,Medium Risk,Moderate Learner,5/04/2025 0:00,4/04/2025 0:00,12,26,30/03/2025 20:08,MOD-IN2201,Fail,30,Agile & Scrum
Erandi Fernando,ST3478,Female,ITM,3.08,Weak,Software Engineering,3,30,70,9.5,59.4,68.9,B+,9,30.4,9.5,84.8,29,On-time,15,36,41,2,5/03/2025 0:00,129,23/05/2025 0:00,Midterm,7,30,Medium Risk,Passive Learner,14/03/2025 0:00,11/03/2025 0:00,13,25,23/05/2025 20:56,MOD-IN2201,Pass,30,Agile & Scrum
Tharushi Jayasinghe,ST3479,Female,ITM,2.63,Average,Software Engineering,3,30,70,12.7,46.4,59.1,B-,11,35.9,12.7,66.3,82,On-time,19,85,16,10,6/04/2025 0:00,363,6/05/2025 0:00,Midterm,24,100,Medium Risk,Highly Engaged,7/07/2025 0:00,6/07/2025 0:00,15,25,6/05/2025 20:33,MOD-IN2201,Pass,30,Software Measurement
Kalani Ganesan,ST3480,Female,IT,2.27,Average,Software Engineering,3,30,70,13.4,31.1,44.5,F,11,37.4,13.4,44.5,63,Late,20,12,34,3,15/01/2025 0:00,162,29/03/2025 0:00,Presentation,27,30,High Risk,At-Risk Learner,26/02/2025 0:00,26/02/2025 0:00,8,28,29/03/2025 22:21,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Nimasha Jayaweera,ST3481,Female,ITM,1.8,Average,Software Engineering,3,30,70,26.7,12.0,38.7,F,18,59.9,26.7,17.2,32,Late,22,59,23,10,15/01/2025 0:00,347,8/03/2025 0:00,Assignment,17,20,High Risk,Highly Engaged,2/04/2025 0:00,3/04/2025 0:00,15,28,8/03/2025 16:47,MOD-IN2201,Fail,30,Software Development Models
Dinesh Jeyarajah,ST3482,Male,IT,3.26,Good,Software Engineering,3,30,70,6.9,33.6,40.5,F,9,31.0,6.9,48.0,95,Late,17,33,42,9,5/03/2025 0:00,474,14/05/2025 0:00,Presentation,95,100,Medium Risk,At-Risk Learner,5/06/2025 0:00,5/06/2025 0:00,5,28,14/05/2025 14:24,MOD-IN2201,Fail,30,Software Development Models
Sampath Fonseka,ST3483,Male,IT,3.97,Average,Software Engineering,3,30,70,26.9,53.9,80.8,A,6,21.3,26.9,77.0,89,On-time,5,60,42,4,23/03/2025 0:00,492,22/06/2025 0:00,Midterm,15,20,Low Risk,At-Risk Learner,16/06/2025 0:00,16/06/2025 0:00,17,28,22/06/2025 12:08,MOD-IN2201,Pass,30,Software Development Models
Eranga Fernando,ST3484,Male,ITM,3.79,Weak,Software Engineering,3,30,70,11.8,65.2,77.0,A,17,55.6,11.8,93.1,30,Late,13,32,21,0,15/04/2025 0:00,231,4/07/2025 0:00,Lab,11,50,Medium Risk,Passive Learner,23/04/2025 0:00,26/04/2025 0:00,4,25,4/07/2025 22:01,MOD-IN2201,Pass,30,"Software Measurement, General"
Madhawa Jayaweera,ST3485,Male,ITM,2.52,Average,Software Engineering,3,30,70,16.7,32.7,49.4,C,19,64.1,16.7,46.7,84,On-time,7,60,23,13,15/04/2025 0:00,113,21/07/2025 0:00,Lab,10,50,Medium Risk,Passive Learner,23/04/2025 0:00,23/04/2025 0:00,15,28,21/07/2025 19:53,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Nimal Gunawardena,ST3486,Male,IT,2.87,Average,Software Engineering,3,30,70,26.4,49.6,76.0,A,30,98.4,26.4,70.8,88,Late,22,51,36,3,27/02/2025 0:00,359,5/04/2025 0:00,Lab,32,100,Low Risk,Moderate Learner,16/03/2025 0:00,21/03/2025 0:00,25,25,5/04/2025 14:43,MOD-IN2201,Pass,30,General
Chamari Silva,ST3487,Female,ITM,2.18,Good,Software Engineering,3,30,70,25.7,44.0,69.7,B+,20,66.5,25.7,62.8,39,Late,23,78,25,15,15/04/2025 0:00,325,20/06/2025 0:00,Lab,10,20,Medium Risk,Highly Engaged,14/05/2025 0:00,13/05/2025 0:00,10,25,20/06/2025 16:08,MOD-IN2201,Pass,30,General
Pavithra Siriwardana,ST3488,Female,IT,3.24,Average,Software Engineering,3,30,70,9.8,32.5,42.3,F,6,20.9,9.8,46.4,31,On-time,20,98,28,0,27/02/2025 0:00,188,13/05/2025 0:00,Lab,46,50,Medium Risk,Highly Engaged,19/04/2025 0:00,16/04/2025 0:00,5,28,13/05/2025 17:28,MOD-IN2201,Fail,30,General
Yasith Ganesan,ST3489,Male,IT,2.32,Good,Software Engineering,3,30,70,28.3,43.9,72.2,A-,17,56.3,28.3,62.7,86,On-time,15,92,28,12,6/02/2025 0:00,256,20/05/2025 0:00,Practical,13,100,Medium Risk,Moderate Learner,6/03/2025 0:00,11/03/2025 0:00,6,28,20/05/2025 12:19,MOD-IN2201,Pass,30,Agile & Scrum
Yasodha Hapuarachchi,ST3490,Female,IT,3.38,Weak,Software Engineering,3,30,70,22.7,46.2,68.9,B+,8,25.3,22.7,66.0,35,On-time,16,11,11,8,15/01/2025 0:00,369,12/04/2025 0:00,Lab,7,30,Medium Risk,Passive Learner,20/02/2025 0:00,18/02/2025 0:00,26,26,12/04/2025 18:41,MOD-IN2201,Pass,30,Software Measurement
Nuwan Udagedara,ST3491,Male,ITM,2.01,Average,Software Engineering,3,30,70,29.5,62.1,91.6,A+,7,23.1,29.5,88.7,42,On-time,13,60,28,3,5/03/2025 0:00,45,27/04/2025 0:00,Practical,18,20,Medium Risk,At-Risk Learner,8/05/2025 0:00,6/05/2025 0:00,13,25,27/04/2025 22:18,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Udara Yapa,ST3492,Male,ITM,3.46,Good,Software Engineering,3,30,70,24.6,16.5,41.1,F,29,95.5,24.6,23.6,59,Late,5,27,22,5,15/04/2025 0:00,286,27/07/2025 0:00,Final Exam,38,50,Medium Risk,Passive Learner,5/06/2025 0:00,6/06/2025 0:00,26,26,27/07/2025 21:38,MOD-IN2201,Fail,30,"Software Engineering Methods, Software Development Models"
Tharaka Hapuarachchi,ST3493,Male,IT,2.48,Average,Software Engineering,3,30,70,12.1,54.2,66.3,B+,21,69.1,12.1,77.4,49,Late,8,73,24,6,23/03/2025 0:00,154,6/04/2025 0:00,Quiz,49,100,Medium Risk,Passive Learner,9/04/2025 0:00,13/04/2025 0:00,17,30,6/04/2025 14:37,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Oshan Edirisinghe,ST3494,Male,ITM,3.58,Average,Software Engineering,3,30,70,19.6,29.1,48.7,C,16,52.1,19.6,41.6,35,On-time,17,27,41,15,5/03/2025 0:00,379,27/05/2025 0:00,Assignment,6,100,Medium Risk,At-Risk Learner,4/04/2025 0:00,8/04/2025 0:00,17,26,27/05/2025 14:09,MOD-IN2201,Pass,30,Requirements Engineering
Thilini Dissanayake,ST3495,Female,ITM,3.84,Good,Software Engineering,3,30,70,20.3,42.3,62.6,B,25,82.3,20.3,60.5,89,On-time,11,55,17,15,23/03/2025 0:00,239,17/06/2025 0:00,Quiz,24,30,Low Risk,Moderate Learner,30/04/2025 0:00,30/04/2025 0:00,22,28,17/06/2025 11:45,MOD-IN2201,Pass,30,General
Thilanka Gunasekara,ST3496,Male,IT,3.85,Good,Software Engineering,3,30,70,12.2,44.9,57.1,B-,22,74.1,12.2,64.2,68,Late,17,94,35,2,15/01/2025 0:00,334,29/04/2025 0:00,Practical,11,50,Low Risk,Highly Engaged,28/03/2025 0:00,1/04/2025 0:00,26,26,29/04/2025 12:05,MOD-IN2201,Pass,30,Managing Software Projects
Uthpala Opatha,ST3497,Female,IT,2.49,Weak,Software Engineering,3,30,70,22.7,19.5,42.2,F,9,30.7,22.7,27.8,33,On-time,7,27,25,12,5/03/2025 0:00,340,21/03/2025 0:00,Assignment,84,100,High Risk,At-Risk Learner,10/04/2025 0:00,10/04/2025 0:00,6,28,21/03/2025 18:27,MOD-IN2201,Fail,30,"Agile & Scrum, Requirements Engineering"
Sewwandi Zoysa,ST3498,Female,ITM,2.26,Good,Software Engineering,3,30,70,25.1,29.0,54.1,C+,21,70.8,25.1,41.4,59,Late,16,100,25,3,6/04/2025 0:00,304,12/06/2025 0:00,Lab,9,20,Medium Risk,Highly Engaged,15/07/2025 0:00,20/07/2025 0:00,29,30,12/06/2025 15:15,MOD-IN2201,Pass,30,Software Development Models
Kavya Opatha,ST3499,Female,ITM,3.57,Good,Software Engineering,3,30,70,9.5,40.0,49.5,C,12,38.4,9.5,57.1,46,On-time,10,16,35,14,23/03/2025 0:00,248,7/04/2025 0:00,Presentation,27,100,Medium Risk,At-Risk Learner,15/04/2025 0:00,15/04/2025 0:00,15,27,7/04/2025 8:46,MOD-IN2201,Pass,30,Agile & Scrum
Dilan Ranawaka,ST3500,Male,IT,3.47,Average,Software Engineering,3,30,70,11.1,57.2,68.3,B+,29,97.6,11.1,81.7,37,On-time,15,74,31,0,15/01/2025 0:00,182,21/02/2025 0:00,Lab,26,30,Low Risk,Passive Learner,18/04/2025 0:00,22/04/2025 0:00,19,30,21/02/2025 18:56,MOD-IN2201,Pass,30,Software Testing
Pavithra Nanayakkara,ST3501,Female,IT,2.97,Good,Software Engineering,3,30,70,15.1,56.8,71.9,A-,9,30.9,15.1,81.1,68,On-time,18,20,33,0,6/04/2025 0:00,395,19/04/2025 0:00,Quiz,16,20,Medium Risk,Passive Learner,16/06/2025 0:00,16/06/2025 0:00,23,27,19/04/2025 14:56,MOD-IN2201,Pass,30,Software Development Models
Binara Perera,ST3502,Female,ITM,3.32,Average,Software Engineering,3,30,70,15.0,40.0,55.0,B-,21,69.4,15.0,57.1,56,On-time,7,78,37,9,5/03/2025 0:00,216,28/03/2025 0:00,Lab,13,20,Medium Risk,Moderate Learner,18/03/2025 0:00,23/03/2025 0:00,5,26,28/03/2025 10:59,MOD-IN2201,Pass,30,Agile & Scrum
Osada Zoysa,ST3503,Male,ITM,3.31,Good,Software Engineering,3,30,70,18.2,57.8,76.0,A,21,69.9,18.2,82.6,69,On-time,8,59,25,7,6/04/2025 0:00,222,26/06/2025 0:00,Assignment,29,30,Low Risk,Moderate Learner,10/06/2025 0:00,14/06/2025 0:00,11,25,26/06/2025 21:33,MOD-IN2201,Pass,30,"Software Development Models, Agile & Scrum"
Prabath Kumara,ST3504,Male,IT,3.56,Good,Software Engineering,3,30,70,11.8,30.4,42.2,F,22,73.0,11.8,43.4,57,On-time,12,95,22,7,6/02/2025 0:00,494,29/03/2025 0:00,Lab,68,100,Medium Risk,Highly Engaged,1/03/2025 0:00,26/02/2025 0:00,18,28,29/03/2025 22:43,MOD-IN2201,Fail,30,Managing Software Projects
Rajeev Vithanage,ST3505,Male,IT,3.57,Excellent,Software Engineering,3,30,70,16.3,13.6,29.9,F,18,60.0,16.3,19.4,32,Late,16,66,18,4,5/03/2025 0:00,148,8/06/2025 0:00,Lab,24,50,Medium Risk,Passive Learner,21/05/2025 0:00,20/05/2025 0:00,16,25,8/06/2025 8:05,MOD-IN2201,Fail,30,"Software Development Models, Agile & Scrum"
Thilanka Wickramasinghe,ST3506,Male,IT,3.39,Weak,Software Engineering,3,30,70,16.6,14.4,31.0,F,23,78.0,16.6,20.6,59,Late,19,93,21,13,6/04/2025 0:00,386,21/04/2025 0:00,Midterm,10,20,Medium Risk,Highly Engaged,26/05/2025 0:00,24/05/2025 0:00,4,26,21/04/2025 16:21,MOD-IN2201,Fail,30,Software Testing
Kasun Liyanage,ST3507,Male,ITM,3.16,Good,Software Engineering,3,30,70,28.0,17.4,45.4,C,23,75.5,28.0,24.8,40,On-time,20,62,42,4,27/02/2025 0:00,198,7/06/2025 0:00,Midterm,18,20,Medium Risk,Moderate Learner,25/05/2025 0:00,29/05/2025 0:00,14,28,7/06/2025 11:00,MOD-IN2201,Pass,30,General
Gihan Perera,ST3508,Male,ITM,2.92,Average,Software Engineering,3,30,70,14.2,51.6,65.8,B+,19,63.7,14.2,73.7,72,On-time,15,34,39,8,5/03/2025 0:00,466,17/03/2025 0:00,Quiz,16,20,Medium Risk,Moderate Learner,18/04/2025 0:00,23/04/2025 0:00,25,26,17/03/2025 20:20,MOD-IN2201,Pass,30,Requirements Engineering
Dilan Nanayakkara,ST3509,Male,ITM,2.17,Weak,Software Engineering,3,30,70,8.5,25.9,34.4,F,28,93.4,8.5,37.0,79,On-time,9,96,16,13,5/03/2025 0:00,286,28/05/2025 0:00,Midterm,62,100,Medium Risk,Moderate Learner,9/04/2025 0:00,6/04/2025 0:00,24,27,28/05/2025 15:25,MOD-IN2201,Fail,30,Software Engineering Methods
Amila Rambukwella,ST3510,Male,IT,3.17,Good,Software Engineering,3,30,70,14.2,30.2,44.4,F,17,56.7,14.2,43.2,82,Late,14,84,16,11,15/04/2025 0:00,137,9/07/2025 0:00,Quiz,5,30,Medium Risk,Moderate Learner,25/04/2025 0:00,26/04/2025 0:00,27,27,9/07/2025 15:24,MOD-IN2201,Fail,30,Software Engineering Methods
Oshadi Bandara,ST3511,Female,ITM,3.29,Good,Software Engineering,3,30,70,8.5,60.8,69.3,B+,7,24.7,8.5,86.9,66,Late,22,47,32,7,15/01/2025 0:00,273,7/05/2025 0:00,Final Exam,19,20,Medium Risk,At-Risk Learner,28/03/2025 0:00,25/03/2025 0:00,26,30,7/05/2025 8:46,MOD-IN2201,Pass,30,Requirements Engineering
Binara Sivarajah,ST3512,Female,IT,2.13,Average,Software Engineering,3,30,70,19.8,20.0,39.8,F,16,52.6,19.8,28.6,34,On-time,16,48,33,2,15/04/2025 0:00,301,12/05/2025 0:00,Presentation,12,20,High Risk,At-Risk Learner,24/07/2025 0:00,24/07/2025 0:00,14,27,12/05/2025 14:05,MOD-IN2201,Fail,30,Software Testing
Dulani Munasinghe,ST3513,Female,ITM,2.13,Average,Software Engineering,3,30,70,17.0,19.1,36.1,F,19,63.6,17.0,27.3,56,On-time,23,24,33,9,15/04/2025 0:00,477,24/07/2025 0:00,Quiz,18,20,Medium Risk,Highly Engaged,17/07/2025 0:00,14/07/2025 0:00,18,28,24/07/2025 21:38,MOD-IN2201,Fail,30,General
Bandara Dissanayake,ST3514,Male,ITM,1.93,Average,Software Engineering,3,30,70,27.3,53.1,80.4,A,7,24.1,27.3,75.9,44,On-time,6,85,26,7,6/04/2025 0:00,259,21/06/2025 0:00,Assignment,11,20,Medium Risk,At-Risk Learner,30/04/2025 0:00,4/05/2025 0:00,27,27,21/06/2025 20:32,MOD-IN2201,Pass,30,General
Malini Siriwardana,ST3515,Female,IT,3.84,Good,Software Engineering,3,30,70,16.3,20.6,36.9,F,19,62.5,16.3,29.4,75,Late,14,71,27,2,15/04/2025 0:00,359,23/05/2025 0:00,Assignment,22,30,Medium Risk,Moderate Learner,24/06/2025 0:00,28/06/2025 0:00,11,30,23/05/2025 17:38,MOD-IN2201,Fail,30,"Software Measurement, General"
Amaya Piyarathna,ST3516,Female,ITM,2.53,Average,Software Engineering,3,30,70,29.4,56.8,86.2,A+,21,69.4,29.4,81.2,40,On-time,14,14,31,9,6/04/2025 0:00,259,16/06/2025 0:00,Assignment,11,100,Medium Risk,Passive Learner,11/06/2025 0:00,16/06/2025 0:00,11,26,16/06/2025 22:45,MOD-IN2201,Pass,30,Agile & Scrum
Ranga Subasinghe,ST3517,Male,ITM,3.12,Average,Software Engineering,3,30,70,15.4,53.5,68.9,B+,27,90.1,15.4,76.5,57,On-time,10,54,29,14,15/01/2025 0:00,370,26/02/2025 0:00,Lab,20,30,Low Risk,Moderate Learner,26/03/2025 0:00,30/03/2025 0:00,18,27,26/02/2025 16:50,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Jayani Hapuarachchi,ST3518,Female,ITM,2.18,Average,Software Engineering,3,30,70,14.4,26.7,41.1,F,25,83.3,14.4,38.1,75,On-time,20,29,8,12,15/01/2025 0:00,277,30/01/2025 0:00,Assignment,19,100,Medium Risk,Moderate Learner,26/03/2025 0:00,28/03/2025 0:00,17,27,30/01/2025 21:29,MOD-IN2201,Fail,30,Software Testing
Jayantha Jeyarajah,ST3519,Male,IT,2.8,Average,Software Engineering,3,30,70,19.1,14.3,33.4,F,16,54.7,19.1,20.5,61,On-time,8,51,26,9,27/02/2025 0:00,118,3/04/2025 0:00,Lab,17,50,Medium Risk,Passive Learner,22/03/2025 0:00,21/03/2025 0:00,29,30,3/04/2025 12:40,MOD-IN2201,Fail,30,Agile & Scrum
Thilini Gamlath,ST3520,Female,IT,3.23,Average,Software Engineering,3,30,70,22.1,50.9,73.0,A-,18,60.9,22.1,72.7,74,On-time,8,71,20,5,27/02/2025 0:00,227,2/03/2025 0:00,Practical,49,100,Low Risk,Moderate Learner,8/03/2025 0:00,11/03/2025 0:00,14,30,2/03/2025 9:54,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Chathuni Rambukwella,ST3521,Female,IT,1.95,Excellent,Software Engineering,3,30,70,28.8,47.5,76.3,A,14,45.6,28.8,67.9,32,On-time,19,23,30,1,15/01/2025 0:00,384,17/03/2025 0:00,Assignment,11,20,Medium Risk,At-Risk Learner,28/02/2025 0:00,4/03/2025 0:00,17,25,17/03/2025 18:51,MOD-IN2201,Pass,30,UI/UX Design
Kehan Dissanayake,ST3522,Male,ITM,3.39,Weak,Software Engineering,3,30,70,18.6,53.6,72.2,A-,28,92.5,18.6,76.6,57,On-time,9,87,42,7,15/01/2025 0:00,292,9/04/2025 0:00,Assignment,8,20,Low Risk,Moderate Learner,25/01/2025 0:00,29/01/2025 0:00,28,28,9/04/2025 16:28,MOD-IN2201,Pass,30,Software Development Models
Tilan Piyarathna,ST3523,Male,IT,3.29,Good,Software Engineering,3,30,70,25.6,19.1,44.7,F,16,54.1,25.6,27.3,67,On-time,15,79,31,0,15/01/2025 0:00,178,21/03/2025 0:00,Assignment,10,20,Medium Risk,Passive Learner,26/03/2025 0:00,28/03/2025 0:00,4,25,21/03/2025 15:56,MOD-IN2201,Fail,30,"Requirements Engineering, UI/UX Design"
Amaya Pathirana,ST3524,Female,ITM,1.8,Weak,Software Engineering,3,30,70,20.4,23.7,44.1,F,17,55.6,20.4,33.9,54,On-time,3,93,25,5,15/04/2025 0:00,341,1/07/2025 0:00,Midterm,25,30,High Risk,At-Risk Learner,13/05/2025 0:00,14/05/2025 0:00,25,25,1/07/2025 10:43,MOD-IN2201,Fail,30,Agile & Scrum
Ushan Gunasekara,ST3525,Male,IT,2.21,Average,Software Engineering,3,30,70,21.0,22.3,43.3,F,22,72.0,21.0,31.8,43,Late,9,98,36,6,15/01/2025 0:00,244,22/02/2025 0:00,Presentation,5,30,Medium Risk,Moderate Learner,21/02/2025 0:00,22/02/2025 0:00,23,30,22/02/2025 15:57,MOD-IN2201,Fail,30,Agile & Scrum
Ruwan Opatha,ST3526,Male,IT,3.63,Good,Software Engineering,3,30,70,10.9,62.3,73.2,A-,19,63.9,10.9,89.0,63,Late,15,58,32,9,6/04/2025 0:00,213,10/06/2025 0:00,Final Exam,7,20,Low Risk,Moderate Learner,5/05/2025 0:00,9/05/2025 0:00,20,25,10/06/2025 12:14,MOD-IN2201,Pass,30,Software Engineering Methods
Kavinda Rathnayake,ST3527,Male,IT,3.69,Average,Software Engineering,3,30,70,11.3,64.0,75.3,A,23,75.7,11.3,91.4,73,On-time,2,63,32,10,15/04/2025 0:00,70,26/07/2025 0:00,Midterm,27,50,Low Risk,Passive Learner,1/05/2025 0:00,1/05/2025 0:00,25,28,26/07/2025 19:42,MOD-IN2201,Pass,30,UI/UX Design
Bandara Wijesuriya,ST3528,Male,IT,2.55,Weak,Software Engineering,3,30,70,11.6,62.2,73.8,A-,12,41.1,11.6,88.8,77,Late,15,10,33,14,6/02/2025 0:00,467,6/04/2025 0:00,Assignment,5,50,Medium Risk,At-Risk Learner,3/04/2025 0:00,8/04/2025 0:00,4,30,6/04/2025 8:08,MOD-IN2201,Pass,30,UI/UX Design
Binara Panchacharam,ST3529,Female,ITM,3.64,Average,Software Engineering,3,30,70,15.9,58.0,73.9,A-,19,64.9,15.9,82.9,71,Late,2,83,42,13,6/04/2025 0:00,220,29/06/2025 0:00,Lab,11,20,Low Risk,Moderate Learner,21/05/2025 0:00,26/05/2025 0:00,5,26,29/06/2025 9:48,MOD-IN2201,Pass,30,General
Niroshan Sivarajah,ST3530,Male,ITM,3.5,Average,Software Engineering,3,30,70,9.0,53.2,62.2,B,10,33.2,9.0,76.0,55,Late,19,47,18,6,15/01/2025 0:00,151,4/03/2025 0:00,Assignment,24,30,Medium Risk,At-Risk Learner,19/02/2025 0:00,21/02/2025 0:00,10,25,4/03/2025 8:12,MOD-IN2201,Pass,30,"Software Engineering Methods, Software Development Models"
Nathasha Ranawaka,ST3531,Female,IT,3.19,Average,Software Engineering,3,30,70,14.5,42.9,57.4,B-,17,55.8,14.5,61.3,36,On-time,3,12,32,5,6/04/2025 0:00,206,10/05/2025 0:00,Final Exam,19,50,Medium Risk,Passive Learner,27/04/2025 0:00,25/04/2025 0:00,19,26,10/05/2025 11:33,MOD-IN2201,Pass,30,"UI/UX Design, Managing Software Projects"
Visal Fernando,ST3532,Male,IT,3.92,Good,Software Engineering,3,30,70,24.2,62.4,86.6,A+,18,58.6,24.2,89.2,49,On-time,2,14,20,15,6/04/2025 0:00,235,25/05/2025 0:00,Quiz,12,20,Low Risk,Passive Learner,7/05/2025 0:00,11/05/2025 0:00,22,25,25/05/2025 15:49,MOD-IN2201,Pass,30,"Managing Software Projects, Software Maintenance & Evolution"
Malini Piyarathna,ST3533,Female,ITM,2.28,Good,Software Engineering,3,30,70,13.1,14.3,27.4,F,21,68.7,13.1,20.4,93,On-time,4,49,33,2,27/02/2025 0:00,468,12/03/2025 0:00,Presentation,22,30,High Risk,At-Risk Learner,27/03/2025 0:00,31/03/2025 0:00,13,25,12/03/2025 16:59,MOD-IN2201,Fail,30,Agile & Scrum
Hansika Fernando,ST3534,Female,IT,2.88,Average,Software Engineering,3,30,70,8.2,23.9,32.1,F,14,46.5,8.2,34.2,72,Late,6,16,20,9,27/02/2025 0:00,368,23/03/2025 0:00,Assignment,19,20,High Risk,At-Risk Learner,3/05/2025 0:00,30/04/2025 0:00,4,26,23/03/2025 21:53,MOD-IN2201,Fail,30,"Software Measurement, General"
Nimasha Yapa,ST3535,Female,ITM,3.5,Good,Software Engineering,3,30,70,9.2,54.9,64.1,B,10,33.0,9.2,78.5,78,On-time,23,56,24,8,15/01/2025 0:00,44,13/02/2025 0:00,Final Exam,23,100,Medium Risk,At-Risk Learner,8/03/2025 0:00,6/03/2025 0:00,8,27,13/02/2025 13:40,MOD-IN2201,Pass,30,Software Development Models
Imasha Bandara,ST3536,Female,ITM,3.88,Average,Software Engineering,3,30,70,21.7,57.8,79.5,A,15,48.8,21.7,82.6,87,On-time,23,67,25,7,6/04/2025 0:00,213,21/06/2025 0:00,Final Exam,42,50,Low Risk,At-Risk Learner,9/06/2025 0:00,13/06/2025 0:00,23,27,21/06/2025 18:11,MOD-IN2201,Pass,30,Software Maintenance & Evolution
Erandi Rambukwella,ST3537,Female,ITM,2.76,Average,Software Engineering,3,30,70,23.2,36.8,60.0,B,16,53.1,23.2,52.6,26,On-time,11,73,37,0,6/02/2025 0:00,256,28/04/2025 0:00,Practical,5,20,Medium Risk,At-Risk Learner,26/03/2025 0:00,25/03/2025 0:00,27,28,28/04/2025 16:29,MOD-IN2201,Pass,30,Agile & Scrum
Nuwan Opatha,ST3538,Male,ITM,2.72,Average,Software Engineering,3,30,70,20.8,44.9,65.7,B+,24,80.3,20.8,64.1,91,Late,6,55,36,12,15/04/2025 0:00,328,21/05/2025 0:00,Presentation,29,50,Medium Risk,Moderate Learner,20/06/2025 0:00,18/06/2025 0:00,25,27,21/05/2025 16:19,MOD-IN2201,Pass,30,Software Measurement
Tharsini Ganesan,ST3539,Female,ITM,2.17,Excellent,Software Engineering,3,30,70,24.7,18.9,43.6,F,9,31.4,24.7,27.0,41,On-time,3,64,17,2,15/04/2025 0:00,167,12/07/2025 0:00,Final Exam,71,100,High Risk,At-Risk Learner,25/06/2025 0:00,24/06/2025 0:00,8,26,12/07/2025 9:35,MOD-IN2201,Fail,30,"Software Engineering Methods, Software Development Models"
Lakmini Liyanage,ST3540,Female,ITM,2.72,Good,Software Engineering,3,30,70,21.3,39.1,60.4,B,20,66.2,21.3,55.9,68,On-time,9,67,28,15,15/01/2025 0:00,461,4/04/2025 0:00,Midterm,50,50,Medium Risk,Highly Engaged,22/04/2025 0:00,27/04/2025 0:00,20,25,4/04/2025 22:30,MOD-IN2201,Pass,30,Software Development Models
Chamari Thilakarathne,ST3541,Female,ITM,2.21,Good,Software Engineering,3,30,70,11.0,56.8,67.8,B+,17,56.0,11.0,81.2,92,On-time,6,100,22,14,15/01/2025 0:00,409,7/03/2025 0:00,Final Exam,22,100,Medium Risk,Highly Engaged,1/03/2025 0:00,1/03/2025 0:00,5,26,7/03/2025 12:03,MOD-IN2201,Pass,30,Software Testing
Gopal Nanayakkara,ST3542,Male,ITM,2.45,Excellent,Software Engineering,3,30,70,9.4,28.3,37.7,F,14,45.4,9.4,40.5,39,Late,7,45,17,7,27/02/2025 0:00,439,20/03/2025 0:00,Quiz,15,30,High Risk,At-Risk Learner,14/05/2025 0:00,15/05/2025 0:00,12,27,20/03/2025 9:51,MOD-IN2201,Fail,30,"Software Engineering Methods, Software Development Models"
Osada Fernando,ST3543,Male,ITM,2.45,Good,Software Engineering,3,30,70,14.3,11.9,26.2,F,7,24.8,14.3,17.0,58,Late,23,87,26,4,27/02/2025 0:00,58,29/05/2025 0:00,Quiz,14,50,High Risk,Highly Engaged,1/06/2025 0:00,31/05/2025 0:00,20,26,29/05/2025 16:12,MOD-IN2201,Fail,30,Software Measurement
